region_code,region_lat_center,region_lon_center,event_count,mag_mean,mag_max,depth_mean,sig_mean,tsunami_rate,event_share
G014_073,-53.75,3.75,12,4.908333333333333,5.6,10.71,372.1666666666667,0.0,4.010010322434905e-06
G038_126,6.25,136.25,12,4.583333333333333,4.8,55.48666666666666,323.9166666666667,0.0,4.010010322434905e-06
G042_052,16.25,-48.75,12,4.991666666666666,6.3,10.0,387.6666666666667,0.0,4.010010322434905e-06
G030_085,-13.75,33.75,12,4.266666666666667,4.8,12.49,283.3333333333333,0.0,4.010010322434905e-06
G064_012,71.25,-148.75,12,2.3583333333333334,4.4,15.191666666666668,97.41666666666667,0.0,4.010010322434905e-06
G064_122,71.25,126.25,12,3.8666666666666667,4.4,10.0,251.08333333333334,0.0,4.010010322434905e-06
G018_142,-43.75,176.25,12,4.166666666666667,4.9,35.0825,268.75,0.0,4.010010322434905e-06
G027_138,-21.25,166.25,12,4.175,4.9,23.6375,293.9166666666667,0.0,4.010010322434905e-06
G012_013,-58.75,-146.25,12,4.729166666666667,6.0,10.391666666666667,347.6666666666667,0.0,4.010010322434905e-06
G056_072,51.25,1.25,12,3.0666666666666664,4.6,7.708333333333333,168.5,0.0,4.010010322434905e-06
G010_131,-63.75,148.75,12,4.441666666666666,5.1,10.3325,305.25,0.0,4.010010322434905e-06
G011_059,-61.25,-31.25,12,4.608333333333333,5.3,15.945,329.0,0.0,4.010010322434905e-06
G025_067,-26.25,-11.25,12,4.791666666666667,5.4,10.423333333333334,355.0833333333333,0.0,4.010010322434905e-06
G060_000,61.25,-178.75,12,4.8,6.5,13.582500000000001,364.5833333333333,0.0,4.010010322434905e-06
G045_086,23.75,36.25,12,4.2749999999999995,4.8,10.999166666666667,281.4166666666667,0.0,4.010010322434905e-06
G046_087,26.25,38.75,12,4.55,5.7,9.583333333333334,322.0,0.0,4.010010322434905e-06
G036_062,1.25,-23.75,12,4.158333333333333,4.8,10.0,290.9166666666667,0.0,4.010010322434905e-06
G069_073,83.75,3.75,12,3.8666666666666667,4.6,9.974166666666667,251.41666666666666,0.0,4.010010322434905e-06
G017_084,-46.25,31.25,12,4.591666666666667,6.0,10.387500000000001,328.5,0.0,4.010010322434905e-06
G022_029,-33.75,-106.25,12,4.7,5.4,10.0,341.5833333333333,0.0,4.010010322434905e-06
G016_037,-48.75,-86.25,12,4.791666666666667,5.3,10.435833333333333,355.3333333333333,0.0,4.010010322434905e-06
G057_025,53.75,-116.25,12,3.7583333333333333,4.6,4.853166666666667,225.91666666666666,0.0,4.010010322434905e-06
G060_048,61.25,-58.75,12,4.175,4.6,12.848333333333334,268.75,0.0,4.010010322434905e-06
G029_123,-16.25,128.75,12,3.2416666666666667,4.4,6.696666666666666,169.5,0.0,4.010010322434905e-06
G014_050,-53.75,-53.75,12,4.75,6.0,11.585,351.3333333333333,0.08333333333333333,4.010010322434905e-06
G016_067,-48.75,-11.25,12,4.716666666666667,5.0,10.0,343.1666666666667,0.0,4.010010322434905e-06
